url,success,error_type,precio_descuento,precio_normal,unidad,titulo,raw_nombre
https://www.carrefour.com.ar/galletitas-pepa-bulnez-en-bolsa-500-grs-753112/p,True,,500025000,500025000,1 K.,,Galletitas pepa Bulnez en bolsa 500 grs
https://www.carrefour.com.ar/dulce-de-leche-bulnes-clasico-400-grs-753522/p,True,,500025000,500025000,1 K.,,Dulce de leche Bulnez clásico 400 grs
https://www.carrefour.com.ar/gaseosa-cola-coca-cola-sabor-liviano-225-lts-159570/p,True,,500025000,500025000,1 L.,,"Gaseosa cola Coca Cola sabor liviano 2,25 lts"
https://www.carrefour.com.ar/queso-cuartirolo-tremblay-x-kg/p,True,,9990.00,12600,1 K.,,Queso cuartirolo Tremblay x kg.
https://www.carrefour.com.ar/huevos-frescos-color-carrefour-6-u/p,True,,2222.70,2390,1 U.,,Huevos frescos color Carrefour 6 u.
https://www.carrefour.com.ar/copos-de-maiz-azucarados-skarchitos-500-g/p,True,,3499,500025000,1 K.,,Copos de maíz azucarados Skarchitos 500 g.
https://www.carrefour.com.ar/soda-benedictino-sifon-2-lts-690118/p,True,,2100,500025000,1 L.,,Soda Benedictino sifón 2 lts
https://www.carrefour.com.ar/leche-entera-lechelita-uat-tetra-1-l-689731-689731/p,True,,500025000,500025000,1 K.,,Leche entera Lechelita uat tetra 1 l.
https://www.carrefour.com.ar/galleta-de-limon-banada-en-chocolate-carrefour-extra-32-grs-758860/p,True,,500025000,500025000,1 K.,,Galleta de limón bañada en chocolate Carrefour Extra 32 grs
https://www.carrefour.com.ar/palitos-salados-bulnez-120-g-745556/p,True,,1258,500025000,1 K.,,Palitos salados Bulnez 120 g.
https://www.carrefour.com.ar/mortadela-calchaqui-piccola-300-g/p,True,,500025000,500025000,1 K.,,Mortadela Calchaqui piccola 300 g.
https://www.carrefour.com.ar/gaseosa-cola-coca-cola-zero-225-lts-393964/p,True,,4600,500025000,1 L.,,"Gaseosa cola Coca Cola Zero 2,25 lts"
https://www.carrefour.com.ar/aceite-de-girasol-canuelas-900-cc/p,True,,4199,500025000,1 L.,,Aceite de girasol Cañuelas 900 cc.
https://www.carrefour.com.ar/galletitas-chocolinas-de-chocolate-170-g-736894/p,True,,1909,500025000,1 K.,,Galletitas Chocolinas de chocolate 170 g.
